# params:
# num. input: 20
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 20
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	20	100	0	0.9585
1	20	100	0	0.9235
2	20	100	0	0.9565
3	20	100	0	0.9400
4	20	100	0	0.8660
5	20	100	0	0.9580
6	20	100	0	0.8825
7	20	100	0	0.9310
8	20	100	0	0.9415
9	20	100	0	0.9580
10	20	100	0	0.9000
11	20	100	0	0.8680
12	20	100	0	0.9685
13	20	100	0	0.9760
14	20	100	0	0.8620
15	20	100	0	0.9185
16	20	100	0	0.9870
17	20	100	0	0.8595
18	20	100	0	0.8805
19	20	100	0	0.9180
20	20	100	0	0.8885
21	20	100	0	0.9020
22	20	100	0	0.9125
23	20	100	0	0.8970
24	20	100	0	0.8460
25	20	100	0	0.9485
26	20	100	0	0.9210
27	20	100	0	0.9655
28	20	100	0	0.8900
29	20	100	0	0.9695
30	20	100	0	0.9735
31	20	100	0	0.7845
32	20	100	0	0.8230
33	20	100	0	0.9615
34	20	100	0	0.9000
35	20	100	0	0.8175
36	20	100	0	0.9560
37	20	100	0	0.9535
38	20	100	0	0.9055
39	20	100	0	0.9820
40	20	100	0	0.9320
41	20	100	0	0.8465
42	20	100	0	0.9090
43	20	100	0	0.9055
44	20	100	0	0.9560
45	20	100	0	0.9595
46	20	100	0	0.7735
47	20	100	0	0.9340
48	20	100	0	0.9345
49	20	100	0	0.9675
# overall average accuracy: 0.9154
