# params:
# num_input: 15
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 100
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	15	100	0	0.9833
1	15	100	0	0.9660
2	15	100	0	0.9560
3	15	100	0	0.9787
4	15	100	0	0.9880
5	15	100	0	0.9933
6	15	100	0	0.9800
7	15	100	0	0.9900
8	15	100	0	0.9867
9	15	100	0	0.9613
10	15	100	0	0.9827
11	15	100	0	0.9340
12	15	100	0	0.8547
13	15	100	0	0.9813
14	15	100	0	0.9740
15	15	100	0	0.9720
16	15	100	0	0.9667
17	15	100	0	0.9773
18	15	100	0	0.9627
19	15	100	0	0.9867
20	15	100	0	0.9813
21	15	100	0	0.9920
22	15	100	0	0.9547
23	15	100	0	0.9807
24	15	100	0	0.9513
25	15	100	0	0.9913
26	15	100	0	0.9920
27	15	100	0	0.9740
28	15	100	0	0.9220
29	15	100	0	0.9580
30	15	100	0	0.9673
31	15	100	0	0.9813
32	15	100	0	0.9620
33	15	100	0	0.8947
34	15	100	0	0.9707
35	15	100	0	0.9320
36	15	100	0	0.8947
37	15	100	0	0.9873
38	15	100	0	0.9567
39	15	100	0	0.9507
40	15	100	0	0.9573
41	15	100	0	0.9933
42	15	100	0	0.9060
43	15	100	0	0.9780
44	15	100	0	0.9793
45	15	100	0	0.9940
46	15	100	0	0.9453
47	15	100	0	0.9953
48	15	100	0	0.9907
49	15	100	0	0.9867
# overall average accuracy: 0.9659
