# params:
# num. input: 30
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 50
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	30	100	0	0.7883
1	30	100	0	0.7430
2	30	100	0	0.6720
3	30	100	0	0.7890
4	30	100	0	0.8073
5	30	100	0	0.7647
6	30	100	0	0.7290
7	30	100	0	0.8013
8	30	100	0	0.7847
9	30	100	0	0.7507
10	30	100	0	0.7810
11	30	100	0	0.7900
12	30	100	0	0.7223
13	30	100	0	0.7530
14	30	100	0	0.7983
15	30	100	0	0.8410
16	30	100	0	0.7357
17	30	100	0	0.8110
18	30	100	0	0.7557
19	30	100	0	0.7410
20	30	100	0	0.7570
21	30	100	0	0.7377
22	30	100	0	0.7560
23	30	100	0	0.7737
24	30	100	0	0.8170
25	30	100	0	0.8060
26	30	100	0	0.8247
27	30	100	0	0.7700
28	30	100	0	0.7590
29	30	100	0	0.7850
30	30	100	0	0.8493
31	30	100	0	0.7500
32	30	100	0	0.7837
33	30	100	0	0.7420
34	30	100	0	0.8110
35	30	100	0	0.8020
36	30	100	0	0.7457
37	30	100	0	0.7977
38	30	100	0	0.7943
39	30	100	0	0.7363
40	30	100	0	0.7667
41	30	100	0	0.8113
42	30	100	0	0.7827
43	30	100	0	0.8077
44	30	100	0	0.7907
45	30	100	0	0.8213
46	30	100	0	0.7647
47	30	100	0	0.7293
48	30	100	0	0.8277
49	30	100	0	0.7660
# overall average accuracy: 0.7765
