# params:
# num. input: 20
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 0
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	20	100	0	0.9560
1	20	100	0	0.9625
2	20	100	0	0.8655
3	20	100	0	0.8570
4	20	100	0	0.9065
5	20	100	0	0.9705
6	20	100	0	0.9000
7	20	100	0	0.9675
8	20	100	0	0.9190
9	20	100	0	0.9475
10	20	100	0	0.9380
11	20	100	0	0.9030
12	20	100	0	0.8095
13	20	100	0	0.8745
14	20	100	0	0.9335
15	20	100	0	0.9595
16	20	100	0	0.9130
17	20	100	0	0.9805
18	20	100	0	0.9405
19	20	100	0	0.8875
20	20	100	0	0.9185
21	20	100	0	0.8870
22	20	100	0	0.9185
23	20	100	0	0.9220
24	20	100	0	0.9535
25	20	100	0	0.8765
26	20	100	0	0.9445
27	20	100	0	0.9060
28	20	100	0	0.8840
29	20	100	0	0.8435
30	20	100	0	0.9270
31	20	100	0	0.8640
32	20	100	0	0.8800
33	20	100	0	0.9040
34	20	100	0	0.9130
35	20	100	0	0.8785
36	20	100	0	0.8260
37	20	100	0	0.9005
38	20	100	0	0.9855
39	20	100	0	0.9285
40	20	100	0	0.8425
41	20	100	0	0.9575
42	20	100	0	0.9295
43	20	100	0	0.9295
44	20	100	0	0.9375
45	20	100	0	0.8185
46	20	100	0	0.8770
47	20	100	0	0.8975
48	20	100	0	0.9590
49	20	100	0	0.9605
# overall average accuracy: 0.9112
