# params:
# num. input: 5
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 50
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	5	100	0	1.0000
1	5	100	0	1.0000
2	5	100	0	1.0000
3	5	100	0	1.0000
4	5	100	0	1.0000
5	5	100	0	1.0000
6	5	100	0	1.0000
7	5	100	0	1.0000
8	5	100	0	1.0000
9	5	100	0	1.0000
10	5	100	0	1.0000
11	5	100	0	1.0000
12	5	100	0	1.0000
13	5	100	0	1.0000
14	5	100	0	1.0000
15	5	100	0	1.0000
16	5	100	0	1.0000
17	5	100	0	1.0000
18	5	100	0	1.0000
19	5	100	0	1.0000
20	5	100	0	1.0000
21	5	100	0	1.0000
22	5	100	0	1.0000
23	5	100	0	1.0000
24	5	100	0	1.0000
25	5	100	0	1.0000
26	5	100	0	1.0000
27	5	100	0	1.0000
28	5	100	0	1.0000
29	5	100	0	1.0000
30	5	100	0	1.0000
31	5	100	0	1.0000
32	5	100	0	1.0000
33	5	100	0	1.0000
34	5	100	0	1.0000
35	5	100	0	1.0000
36	5	100	0	1.0000
37	5	100	0	1.0000
38	5	100	0	1.0000
39	5	100	0	1.0000
40	5	100	0	1.0000
41	5	100	0	1.0000
42	5	100	0	1.0000
43	5	100	0	1.0000
44	5	100	0	1.0000
45	5	100	0	1.0000
46	5	100	0	1.0000
47	5	100	0	1.0000
48	5	100	0	1.0000
49	5	100	0	1.0000
# overall average accuracy: 1.0000
