# params:
# num_input: 15
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 100000
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	15	100	0	0.5000
1	15	100	0	0.5000
2	15	100	0	0.5000
3	15	100	0	0.5000
4	15	100	0	0.5000
5	15	100	0	0.5000
6	15	100	0	0.5000
7	15	100	0	0.5000
8	15	100	0	0.5000
9	15	100	0	0.5000
10	15	100	0	0.5000
11	15	100	0	0.5000
12	15	100	0	0.5000
13	15	100	0	0.5000
14	15	100	0	0.5000
15	15	100	0	0.5000
16	15	100	0	0.5000
17	15	100	0	0.5000
18	15	100	0	0.5000
19	15	100	0	0.5000
20	15	100	0	0.5000
21	15	100	0	0.5000
22	15	100	0	0.5000
23	15	100	0	0.5000
24	15	100	0	0.5000
25	15	100	0	0.5000
26	15	100	0	0.5000
27	15	100	0	0.5000
28	15	100	0	0.5000
29	15	100	0	0.5000
30	15	100	0	0.5000
31	15	100	0	0.5000
32	15	100	0	0.5000
33	15	100	0	0.5000
34	15	100	0	0.5000
35	15	100	0	0.5000
36	15	100	0	0.5000
37	15	100	0	0.5000
38	15	100	0	0.5000
39	15	100	0	0.5000
40	15	100	0	0.5000
41	15	100	0	0.5000
42	15	100	0	0.5000
43	15	100	0	0.5000
44	15	100	0	0.5000
45	15	100	0	0.5000
46	15	100	0	0.5000
47	15	100	0	0.5000
48	15	100	0	0.5000
49	15	100	0	0.5000
# overall average accuracy: 0.5000
