# params:
# num. input: 15
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 0
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	15	100	0	0.9847
1	15	100	0	0.9547
2	15	100	0	0.9900
3	15	100	0	0.9900
4	15	100	0	0.9687
5	15	100	0	0.9940
6	15	100	0	0.9547
7	15	100	0	0.9480
8	15	100	0	0.9947
9	15	100	0	0.9980
10	15	100	0	0.9967
11	15	100	0	0.9787
12	15	100	0	0.9827
13	15	100	0	0.9820
14	15	100	0	0.9833
15	15	100	0	0.9913
16	15	100	0	0.9567
17	15	100	0	0.9867
18	15	100	0	0.8960
19	15	100	0	0.9940
20	15	100	0	0.9980
21	15	100	0	0.9287
22	15	100	0	0.9787
23	15	100	0	0.9927
24	15	100	0	0.9620
25	15	100	0	0.9960
26	15	100	0	0.9700
27	15	100	0	0.9933
28	15	100	0	0.8513
29	15	100	0	0.9740
30	15	100	0	0.9687
31	15	100	0	0.9960
32	15	100	0	0.9860
33	15	100	0	0.9920
34	15	100	0	0.9307
35	15	100	0	0.9893
36	15	100	0	0.9953
37	15	100	0	0.9387
38	15	100	0	0.9760
39	15	100	0	0.9820
40	15	100	0	0.9953
41	15	100	0	0.9820
42	15	100	0	0.9867
43	15	100	0	0.9867
44	15	100	0	0.9953
45	15	100	0	0.9820
46	15	100	0	0.9960
47	15	100	0	0.9967
48	15	100	0	0.9587
49	15	100	0	0.9347
# overall average accuracy: 0.9748
