# params:
# num. input: 50
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 20
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	50	100	0	0.6982
1	50	100	0	0.7020
2	50	100	0	0.6794
3	50	100	0	0.7068
4	50	100	0	0.7072
5	50	100	0	0.7094
6	50	100	0	0.6710
7	50	100	0	0.6520
8	50	100	0	0.7140
9	50	100	0	0.7270
10	50	100	0	0.6670
11	50	100	0	0.7386
12	50	100	0	0.6752
13	50	100	0	0.6876
14	50	100	0	0.6854
15	50	100	0	0.7326
16	50	100	0	0.6766
17	50	100	0	0.6916
18	50	100	0	0.6904
19	50	100	0	0.7024
20	50	100	0	0.6912
21	50	100	0	0.7450
22	50	100	0	0.6268
23	50	100	0	0.7140
24	50	100	0	0.7394
25	50	100	0	0.7160
26	50	100	0	0.6824
27	50	100	0	0.7036
28	50	100	0	0.7238
29	50	100	0	0.7168
30	50	100	0	0.7118
31	50	100	0	0.6616
32	50	100	0	0.6434
33	50	100	0	0.6866
34	50	100	0	0.7002
35	50	100	0	0.6368
36	50	100	0	0.6890
37	50	100	0	0.7022
38	50	100	0	0.6480
39	50	100	0	0.6480
40	50	100	0	0.6780
41	50	100	0	0.7244
42	50	100	0	0.7330
43	50	100	0	0.7152
44	50	100	0	0.6824
45	50	100	0	0.6598
46	50	100	0	0.7156
47	50	100	0	0.7006
48	50	100	0	0.7288
49	50	100	0	0.6304
# overall average accuracy: 0.6934
