# params:
# num_input: 15
# K: 100
# sparseness: 0.50
# num. corrupt: 50
# num. dropout: 0
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	15	100	50	0.7107
1	15	100	50	0.7027
2	15	100	50	0.6207
3	15	100	50	0.6527
4	15	100	50	0.6047
5	15	100	50	0.6847
6	15	100	50	0.6120
7	15	100	50	0.6547
8	15	100	50	0.6520
9	15	100	50	0.6393
10	15	100	50	0.6393
11	15	100	50	0.5860
12	15	100	50	0.7200
13	15	100	50	0.6347
14	15	100	50	0.5987
15	15	100	50	0.6493
16	15	100	50	0.6420
17	15	100	50	0.6700
18	15	100	50	0.6353
19	15	100	50	0.7240
20	15	100	50	0.5947
21	15	100	50	0.6180
22	15	100	50	0.6380
23	15	100	50	0.6427
24	15	100	50	0.7300
25	15	100	50	0.6527
26	15	100	50	0.6233
27	15	100	50	0.6660
28	15	100	50	0.6360
29	15	100	50	0.6633
30	15	100	50	0.6927
31	15	100	50	0.6980
32	15	100	50	0.6207
33	15	100	50	0.6253
34	15	100	50	0.6853
35	15	100	50	0.6473
36	15	100	50	0.6967
37	15	100	50	0.6187
38	15	100	50	0.6667
39	15	100	50	0.6560
40	15	100	50	0.6280
41	15	100	50	0.6613
42	15	100	50	0.6447
43	15	100	50	0.6413
44	15	100	50	0.6980
45	15	100	50	0.7033
46	15	100	50	0.6280
47	15	100	50	0.6467
48	15	100	50	0.7633
49	15	100	50	0.6207
# overall average accuracy: 0.6548
