# params:
# num. input: 40
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 20
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	40	100	0	0.7005
1	40	100	0	0.6380
2	40	100	0	0.7232
3	40	100	0	0.7305
4	40	100	0	0.7407
5	40	100	0	0.7292
6	40	100	0	0.6940
7	40	100	0	0.7115
8	40	100	0	0.7185
9	40	100	0	0.7208
10	40	100	0	0.7527
11	40	100	0	0.7263
12	40	100	0	0.7762
13	40	100	0	0.7783
14	40	100	0	0.6655
15	40	100	0	0.7278
16	40	100	0	0.6455
17	40	100	0	0.6960
18	40	100	0	0.6845
19	40	100	0	0.7070
20	40	100	0	0.7367
21	40	100	0	0.6863
22	40	100	0	0.6673
23	40	100	0	0.7135
24	40	100	0	0.6877
25	40	100	0	0.7185
26	40	100	0	0.7332
27	40	100	0	0.7532
28	40	100	0	0.7245
29	40	100	0	0.7192
30	40	100	0	0.7263
31	40	100	0	0.7042
32	40	100	0	0.7245
33	40	100	0	0.7405
34	40	100	0	0.7735
35	40	100	0	0.7590
36	40	100	0	0.7323
37	40	100	0	0.7313
38	40	100	0	0.6920
39	40	100	0	0.7320
40	40	100	0	0.6915
41	40	100	0	0.7350
42	40	100	0	0.7032
43	40	100	0	0.6617
44	40	100	0	0.7185
45	40	100	0	0.6905
46	40	100	0	0.7450
47	40	100	0	0.7617
48	40	100	0	0.7520
49	40	100	0	0.6960
# overall average accuracy: 0.7176
