# params:
# num. input: 25
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 20
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	25	100	0	0.8280
1	25	100	0	0.8940
2	25	100	0	0.8136
3	25	100	0	0.8288
4	25	100	0	0.8124
5	25	100	0	0.8664
6	25	100	0	0.8664
7	25	100	0	0.8448
8	25	100	0	0.8400
9	25	100	0	0.8208
10	25	100	0	0.8456
11	25	100	0	0.8492
12	25	100	0	0.8264
13	25	100	0	0.8156
14	25	100	0	0.8516
15	25	100	0	0.7916
16	25	100	0	0.8544
17	25	100	0	0.8896
18	25	100	0	0.8860
19	25	100	0	0.8728
20	25	100	0	0.8508
21	25	100	0	0.8324
22	25	100	0	0.8364
23	25	100	0	0.8112
24	25	100	0	0.8264
25	25	100	0	0.8488
26	25	100	0	0.8068
27	25	100	0	0.8440
28	25	100	0	0.8396
29	25	100	0	0.9324
30	25	100	0	0.9200
31	25	100	0	0.8500
32	25	100	0	0.8068
33	25	100	0	0.8268
34	25	100	0	0.8520
35	25	100	0	0.8308
36	25	100	0	0.8508
37	25	100	0	0.8816
38	25	100	0	0.8880
39	25	100	0	0.8764
40	25	100	0	0.8080
41	25	100	0	0.8576
42	25	100	0	0.8900
43	25	100	0	0.8280
44	25	100	0	0.8588
45	25	100	0	0.8512
46	25	100	0	0.7456
47	25	100	0	0.8156
48	25	100	0	0.7084
49	25	100	0	0.8636
# overall average accuracy: 0.8427
