# params:
# num. input: 25
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 50
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	25	100	0	0.8348
1	25	100	0	0.8564
2	25	100	0	0.8604
3	25	100	0	0.8496
4	25	100	0	0.9136
5	25	100	0	0.8856
6	25	100	0	0.8392
7	25	100	0	0.8784
8	25	100	0	0.8436
9	25	100	0	0.8932
10	25	100	0	0.9160
11	25	100	0	0.9100
12	25	100	0	0.8340
13	25	100	0	0.8236
14	25	100	0	0.8796
15	25	100	0	0.7860
16	25	100	0	0.8872
17	25	100	0	0.8480
18	25	100	0	0.8900
19	25	100	0	0.8304
20	25	100	0	0.8860
21	25	100	0	0.8912
22	25	100	0	0.8364
23	25	100	0	0.8088
24	25	100	0	0.8772
25	25	100	0	0.8292
26	25	100	0	0.8336
27	25	100	0	0.7996
28	25	100	0	0.9424
29	25	100	0	0.7952
30	25	100	0	0.7920
31	25	100	0	0.8220
32	25	100	0	0.9244
33	25	100	0	0.8620
34	25	100	0	0.8636
35	25	100	0	0.8076
36	25	100	0	0.7804
37	25	100	0	0.8436
38	25	100	0	0.7804
39	25	100	0	0.8572
40	25	100	0	0.9256
41	25	100	0	0.8760
42	25	100	0	0.8552
43	25	100	0	0.8624
44	25	100	0	0.8460
45	25	100	0	0.8272
46	25	100	0	0.8292
47	25	100	0	0.9068
48	25	100	0	0.9024
49	25	100	0	0.8128
# overall average accuracy: 0.8547
