# params:
# num. input: 25
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 0
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	25	100	0	0.8540
1	25	100	0	0.8516
2	25	100	0	0.9188
3	25	100	0	0.8020
4	25	100	0	0.8092
5	25	100	0	0.8580
6	25	100	0	0.9080
7	25	100	0	0.8824
8	25	100	0	0.7756
9	25	100	0	0.9044
10	25	100	0	0.9052
11	25	100	0	0.7812
12	25	100	0	0.9544
13	25	100	0	0.7872
14	25	100	0	0.8044
15	25	100	0	0.8188
16	25	100	0	0.8128
17	25	100	0	0.8416
18	25	100	0	0.8852
19	25	100	0	0.8484
20	25	100	0	0.7784
21	25	100	0	0.8540
22	25	100	0	0.7516
23	25	100	0	0.8212
24	25	100	0	0.8676
25	25	100	0	0.8212
26	25	100	0	0.8936
27	25	100	0	0.7916
28	25	100	0	0.8716
29	25	100	0	0.9392
30	25	100	0	0.9096
31	25	100	0	0.8732
32	25	100	0	0.8516
33	25	100	0	0.8168
34	25	100	0	0.8208
35	25	100	0	0.8420
36	25	100	0	0.8508
37	25	100	0	0.6868
38	25	100	0	0.8148
39	25	100	0	0.8964
40	25	100	0	0.8500
41	25	100	0	0.8632
42	25	100	0	0.8576
43	25	100	0	0.7048
44	25	100	0	0.8040
45	25	100	0	0.8620
46	25	100	0	0.7872
47	25	100	0	0.9096
48	25	100	0	0.8880
49	25	100	0	0.7928
# overall average accuracy: 0.8415
