# params:
# num. input: 20
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 50
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	20	100	0	0.8645
1	20	100	0	0.8940
2	20	100	0	0.9795
3	20	100	0	0.8870
4	20	100	0	0.9395
5	20	100	0	0.9845
6	20	100	0	0.7945
7	20	100	0	0.9815
8	20	100	0	0.9390
9	20	100	0	0.9020
10	20	100	0	0.8695
11	20	100	0	0.8630
12	20	100	0	0.8725
13	20	100	0	0.9470
14	20	100	0	0.9815
15	20	100	0	0.9205
16	20	100	0	0.9260
17	20	100	0	0.8540
18	20	100	0	0.8730
19	20	100	0	0.9420
20	20	100	0	0.9490
21	20	100	0	0.9505
22	20	100	0	0.8860
23	20	100	0	0.9220
24	20	100	0	0.8870
25	20	100	0	0.9095
26	20	100	0	0.8200
27	20	100	0	0.9500
28	20	100	0	0.8990
29	20	100	0	0.8730
30	20	100	0	0.9560
31	20	100	0	0.9470
32	20	100	0	0.9435
33	20	100	0	0.9485
34	20	100	0	0.9005
35	20	100	0	0.9410
36	20	100	0	0.9635
37	20	100	0	0.8955
38	20	100	0	0.8735
39	20	100	0	0.9305
40	20	100	0	0.7960
41	20	100	0	0.9435
42	20	100	0	0.9665
43	20	100	0	0.9625
44	20	100	0	0.9260
45	20	100	0	0.9620
46	20	100	0	0.9310
47	20	100	0	0.8740
48	20	100	0	0.8970
49	20	100	0	0.8415
# overall average accuracy: 0.9132
