# params:
# num. input: 15
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 50
# num. trials: 50
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	15	100	0	0.9920
1	15	100	0	0.9967
2	15	100	0	0.9860
3	15	100	0	1.0000
4	15	100	0	0.9553
5	15	100	0	0.9920
6	15	100	0	0.9627
7	15	100	0	0.9787
8	15	100	0	0.9093
9	15	100	0	0.9867
10	15	100	0	0.9460
11	15	100	0	0.9920
12	15	100	0	0.9767
13	15	100	0	0.9653
14	15	100	0	0.9967
15	15	100	0	0.9953
16	15	100	0	0.9947
17	15	100	0	0.9780
18	15	100	0	0.9940
19	15	100	0	0.9700
20	15	100	0	0.8460
21	15	100	0	0.9600
22	15	100	0	0.9947
23	15	100	0	0.9933
24	15	100	0	0.9767
25	15	100	0	0.9220
26	15	100	0	0.9933
27	15	100	0	0.9347
28	15	100	0	0.9747
29	15	100	0	0.9853
30	15	100	0	0.9747
31	15	100	0	0.9493
32	15	100	0	0.9953
33	15	100	0	0.9633
34	15	100	0	0.9747
35	15	100	0	0.9980
36	15	100	0	0.9940
37	15	100	0	0.9587
38	15	100	0	0.9940
39	15	100	0	0.9947
40	15	100	0	0.9853
41	15	100	0	0.9913
42	15	100	0	0.9920
43	15	100	0	0.9953
44	15	100	0	0.9887
45	15	100	0	0.9300
46	15	100	0	0.9900
47	15	100	0	0.9987
48	15	100	0	0.9920
49	15	100	0	0.9553
# overall average accuracy: 0.9753
